time,X,Y,Z
75.51,8.2607,-4.16645,38.2405
75.52,6.95373,-4.97476,36.8697
75.53,5.6992,-5.54463,35.5339
75.54,4.51668,-5.92044,34.264
75.55,3.419,-6.14528,33.077
75.56,2.41311,-6.25797,31.9794
75.57,1.50117,-6.29159,30.9705
75.58,0.681598,-6.27317,30.0456
75.59,-0.0498414,-6.22414,29.1974
75.6,-0.699198,-6.16099,28.418
75.61,-1.27362,-6.09613,27.6997
75.62,-1.78081,-6.03871,27.0353
75.63,-2.22861,-5.99528,26.4188
75.64,-2.62476,-5.97044,25.8451
75.65,-2.97663,-5.96728,25.3099
75.66,-3.29116,-5.98779,24.8101
75.67,-3.57476,-6.03312,24.3433
75.68,-3.83331,-6.10386,23.9076
75.69,-4.07211,-6.20018,23.502
75.7,-4.29592,-6.32195,23.1259
75.71,-4.509,-6.46885,22.7791
75.72,-4.71511,-6.64043,22.4617
75.73,-4.9176,-6.83614,22.1744
75.74,-5.11938,-7.05535,21.918
75.75,-5.32298,-7.29736,21.6936
75.76,-5.53063,-7.5614,21.5026
75.77,-5.74421,-7.84656,21.3466
75.78,-5.96531,-8.1518,21.2275
75.79,-6.19527,-8.4759,21.1473
75.8,-6.43512,-8.81739,21.1083
75.81,-6.68567,-9.17449,21.1128
75.82,-6.94742,-9.54505,21.1634
75.83,-7.22062,-9.92647,21.2627
75.84,-7.50519,-10.3156,21.4132
75.85,-7.80077,-10.7088,21.6174
75.86,-8.10661,-11.1015,21.8776
75.87,-8.42159,-11.4888,22.1958
75.88,-8.74417,-11.8646,22.5733
75.89,-9.07234,-12.2222,23.011
75.9,-9.40362,-12.5543,23.5087
75.91,-9.73498,-12.8526,24.0651
75.92,-10.0629,-13.1084,24.6776
75.93,-10.3832,-13.3127,25.342
75.94,-10.6913,-13.4562,26.052
75.95,-10.9821,-13.5303,26.7997
75.96,-11.2501,-13.5268,27.5748
75.97,-11.4895,-13.4389,28.3652
75.98,-11.6945,-13.2617,29.1568
75.99,-11.8594,-12.9925,29.934
76,-11.9785,-12.6314,30.6803
76.01,-12.0472,-12.1818,31.3787
76.02,-12.0613,-11.6502,32.0127
76.03,-12.0181,-11.0467,32.567
76.04,-11.9159,-10.3841,33.0284
76.05,-11.7548,-9.67755,33.3868
76.06,-11.5364,-8.9439,33.6353
76.07,-11.2637,-8.20064,33.7709
76.08,-10.9416,-7.46495,33.7941
76.09,-10.5759,-6.75277,33.7093
76.1,-10.1738,-6.07806,33.5236
76.11,-9.74309,-5.45219,33.2467
76.12,-9.29181,-4.88365,32.8895
76.13,-8.8282,-4.37796,32.4641
76.14,-8.36017,-3.93788,31.9825
76.15,-7.89507,-3.56369,31.4562
76.16,-7.43954,-3.25364,30.8959
76.17,-6.9993,-3.00441,30.3112
76.18,-6.57916,-2.81164,29.7102
76.19,-6.18292,-2.6703,29.0998
76.2,-5.8135,-2.57512,28.4859
76.21,-5.47292,-2.52085,27.8729
76.22,-5.16244,-2.50251,27.2646
76.23,-4.8827,-2.51551,26.6637
76.24,-4.63374,-2.55581,26.0725
76.25,-4.4152,-2.61988,25.4928
76.26,-4.22638,-2.7048,24.9258
76.27,-4.06636,-2.8082,24.3727
76.28,-3.93404,-2.92821,23.8343
76.29,-3.82825,-3.06349,23.3113
76.3,-3.74782,-3.2131,22.8044
76.31,-3.69159,-3.3765,22.3142
76.32,-3.65845,-3.55352,21.8415
76.33,-3.64741,-3.74424,21.3868
76.34,-3.6576,-3.94903,20.9509
76.35,-3.68825,-4.16847,20.5345
76.36,-3.73875,-4.4033,20.1387
76.37,-3.80864,-4.65443,19.7644
76.38,-3.89759,-4.92289,19.4129
76.39,-4.00543,-5.20978,19.0855
76.4,-4.13209,-5.51628,18.7837
76.41,-4.27767,-5.84358,18.5094
76.42,-4.44235,-6.19286,18.2645
76.43,-4.62646,-6.56528,18.0515
76.44,-4.83036,-6.96187,17.873
76.45,-5.05454,-7.38353,17.732
76.46,-5.29948,-7.83093,17.6318
76.47,-5.56571,-8.30444,17.5763
76.48,-5.85375,-8.80404,17.5698
76.49,-6.16403,-9.32918,17.6169
76.5,-6.49691,-9.87865,17.7227
76.51,-6.85257,-10.4504,17.8927
76.52,-7.23096,-11.0415,18.1329
76.53,-7.63172,-11.6476,18.4494
76.54,-8.05407,-12.263,18.8483
76.55,-8.49673,-12.8806,19.3358
76.56,-8.95778,-13.491,19.9175
76.57,-9.43455,-14.0831,20.5982
76.58,-9.92344,-14.6434,21.3815
76.59,-10.4198,-15.1563,22.2689
76.6,-10.918,-15.6041,23.2593
76.61,-11.4108,-15.9675,24.3481
76.62,-11.89,-16.2258,25.5267
76.63,-12.346,-16.3583,26.7815
76.64,-12.768,-16.3451,28.0935
76.65,-13.1442,-16.1688,29.438
76.66,-13.4623,-15.8163,30.785
76.67,-13.7099,-15.2806,32.0998
76.68,-13.8751,-14.5621,33.345
76.69,-13.9473,-13.6704,34.482
76.7,-13.9182,-12.6244,35.4741
76.71,-13.7821,-11.4521,36.2892
76.72,-13.5371,-10.1888,36.9029
76.73,-13.1849,-8.87515,37.3001
76.74,-12.7317,-7.55359,37.4765
76.75,-12.1871,-6.26511,37.4386
76.76,-11.5643,-5.04608,37.2026
76.77,-10.8787,-3.92581,36.7921
76.78,-10.1475,-2.92509,36.2352
76.79,-9.38791,-2.05583,35.5624
76.8,-8.61679,-1.32166,34.8033
76.81,-7.84956,-0.719205,33.985
76.82,-7.09965,-0.239824,33.1309
76.83,-6.3782,0.128693,32.2601
76.84,-5.69386,0.400481,31.3873
76.85,-5.05291,0.590292,30.5232
76.86,-4.45941,0.712493,29.6752
76.87,-3.91548,0.780409,28.8479
76.88,-3.42161,0.805933,28.0441
76.89,-2.977,0.799349,27.2648
76.9,-2.57983,0.769318,26.5101
76.91,-2.2276,0.722958,25.7797
76.92,-1.91729,0.665985,25.0726
76.93,-1.6456,0.602884,24.3878
76.94,-1.40913,0.537084,23.7243
76.95,-1.20444,0.471134,23.0808
76.96,-1.02822,0.406853,22.4566
76.97,-0.877294,0.345479,21.8505
76.98,-0.748694,0.287787,21.2619
76.99,-0.639686,0.234194,20.6899
77,-0.547779,0.184843,20.1339
77.01,-0.470729,0.13968,19.5932
77.02,-0.406532,0.098505,19.0675
77.03,-0.353416,0.0610193,18.5561
77.04,-0.30983,0.0268621,18.0585
77.05,-0.27442,-0.00436404,17.5745
77.06,-0.246018,-0.0330734,17.1035
77.07,-0.223622,-0.0596829,16.6452
77.08,-0.206381,-0.0846024,16.1992
77.09,-0.193573,-0.108229,15.7652
77.1,-0.184597,-0.130943,15.3429
77.11,-0.178954,-0.153109,14.932
77.12,-0.176236,-0.175073,14.5321
77.13,-0.176114,-0.197168,14.1429
77.14,-0.178328,-0.219713,13.7642
77.15,-0.182681,-0.243019,13.3957
77.16,-0.189027,-0.26739,13.0372
77.17,-0.197268,-0.293128,12.6883
77.18,-0.20735,-0.320539,12.3488
77.19,-0.219254,-0.349933,12.0185
77.2,-0.232997,-0.381632,11.6972
77.21,-0.248629,-0.415972,11.3846
77.22,-0.266229,-0.453309,11.0805
77.23,-0.285904,-0.494024,10.7848
77.24,-0.307792,-0.538525,10.4972
77.25,-0.332059,-0.587255,10.2175
77.26,-0.358898,-0.640698,9.94562
77.27,-0.388535,-0.699381,9.68138
77.28,-0.421227,-0.763883,9.42465
77.29,-0.457264,-0.834843,9.1753
77.3,-0.496975,-0.912963,8.93323
77.31,-0.540725,-0.99902,8.69838
77.32,-0.588924,-1.09387,8.47069
77.33,-0.64203,-1.19847,8.25014
77.34,-0.700551,-1.31386,8.03677
77.35,-0.765053,-1.44121,7.83063
77.36,-0.836165,-1.58181,7.63185
77.37,-0.914584,-1.73707,7.4406
77.38,-1.00109,-1.90859,7.25716
77.39,-1.09653,-2.09811,7.08186
77.4,-1.20187,-2.30754,6.91519
77.41,-1.31815,-2.53904,6.75773
77.42,-1.44655,-2.79493,6.61026
77.43,-1.58836,-3.0778,6.47373
77.44,-1.74501,-3.3905,6.34937
77.45,-1.91807,-3.73613,6.23866
77.46,-2.10927,-4.11807,6.14348
77.47,-2.32054,-4.54001,6.06613
77.48,-2.55396,-5.00592,6.00944
77.49,-2.81184,-5.52006,5.97687
77.5,-3.09666,-6.08694,5.97268
77.51,-3.41115,-6.7113,6.00205
77.52,-3.75823,-7.398,6.07127
77.53,-4.14103,-8.15191,6.18799
77.54,-4.56286,-8.97776,6.36142
77.55,-5.02718,-9.87982,6.60262
77.56,-5.53753,-10.8616,6.92484
77.57,-6.09747,-11.9253,7.34373
77.58,-6.71039,-13.0713,7.87771
77.59,-7.37938,-14.297,8.54812
77.6,-8.10691,-15.596,9.37935
77.61,-8.89454,-16.9563,10.3987
77.62,-9.74241,-18.3593,11.6357
77.63,-10.6487,-19.7771,13.1215
77.64,-11.6087,-21.1706,14.8864
77.65,-12.6143,-22.4878,16.9574
77.66,-13.6527,-23.6618,19.3539
77.67,-14.7054,-24.6103,22.0819
77.68,-15.7471,-25.2376,25.1273
77.69,-16.7452,-25.4386,28.448
77.7,-17.6595,-25.1076,31.9667
77.71,-18.4428,-24.1512,35.5661
77.72,-19.0432,-22.5061,39.0894
77.73,-19.4074,-20.1575,42.3492
77.74,-19.4863,-17.1562,45.1459
77.75,-19.2412,-13.6259,47.2958
77.76,-18.6507,-9.75759,48.6632
77.77,-17.7154,-5.78636,49.188
77.78,-16.4608,-1.95584,48.9
77.79,-14.9353,1.52137,47.913
77.8,-13.2045,4.49506,46.4005
77.81,-11.343,6.89178,44.5605
77.82,-9.42528,8.7104,42.5806
77.83,-7.51793,10.004,40.6143
77.84,-5.67513,10.8566,38.7699
77.85,-3.93648,11.3617,37.1117
77.86,-2.32756,11.608,35.6676
77.87,-0.861942,11.6707,34.4401
77.88,0.456127,11.6092,33.416
77.89,1.62911,11.4677,32.5737
77.9,2.66384,11.2776,31.8884
77.91,3.56975,11.0601,31.3357
77.92,4.35752,10.8293,30.8927
77.93,5.03816,10.5938,30.539
77.94,5.62245,10.3587,30.257
77.95,6.12057,10.1271,30.0314
77.96,6.54194,9.90037,29.8495
77.97,6.89515,9.67927,29.7005
77.98,7.18796,9.46415,29.5752
77.99,7.42735,9.25524,29.4663
78,7.61959,9.05277,29.3674
78.01,7.77032,8.85707,29.2736
78.02,7.88461,8.6686,29.1808
78.03,7.96706,8.48791,29.0856
78.04,8.02184,8.31568,28.9857
78.05,8.05275,8.15264,28.8793
78.06,8.06325,7.99954,28.7651
78.07,8.05655,7.85714,28.6425
78.08,8.03558,7.72615,28.511
78.09,8.00304,7.60723,28.3709
78.1,7.96141,7.50094,28.2224
78.11,7.91298,7.40776,28.0662
78.12,7.85985,7.32805,27.9031
78.13,7.80392,7.26205,27.7342
78.14,7.74693,7.20992,27.5605
78.15,7.69045,7.17168,27.3832
78.16,7.63589,7.14728,27.2036
78.17,7.5845,7.13656,27.023
78.18,7.53739,7.13931,26.8428
78.19,7.49553,7.15522,26.6642
78.2,7.45974,7.18394,26.4886
78.21,7.43073,7.22505,26.3173
78.22,7.4091,7.2781,26.1515
78.23,7.39532,7.3426,25.9926
78.24,7.38978,7.418,25.8417
78.25,7.39274,7.50374,25.7001
78.26,7.40442,7.5992,25.5688
78.27,7.4249,7.70375,25.4491
78.28,7.45423,7.81668,25.3419
78.29,7.49235,7.93726,25.2483
78.3,7.53914,8.06469,25.1693
78.31,7.59441,8.19811,25.1058
78.32,7.6579,8.33662,25.0587
78.33,7.72928,8.47921,25.0287
78.34,7.80815,8.6248,25.0166
78.35,7.89404,8.77224,25.023
78.36,7.9864,8.92026,25.0483
78.37,8.08462,9.06753,25.093
78.38,8.18799,9.2126,25.1572
78.39,8.29575,9.35394,25.2411
78.4,8.40704,9.48995,25.3445
78.41,8.52093,9.61894,25.4671
78.42,8.63641,9.73918,25.6083
78.43,8.75239,9.84889,25.7673
78.44,8.86771,9.9463,25.9431
78.45,8.98115,10.0297,26.1342
78.46,9.09142,10.0973,26.3391
78.47,9.1972,10.1475,26.5558
78.48,9.29715,10.179,26.7821
78.49,9.3899,10.1905,27.0154
78.5,9.47411,10.181,27.2531
78.51,9.54846,10.1498,27.4921
78.52,9.6117,10.0966,27.7293
78.53,9.6627,10.0213,27.9615
78.54,9.70041,9.92428,28.1853
78.55,9.72395,9.80648,28.3974
78.56,9.73263,9.66909,28.5947
78.57,9.72595,9.51374,28.7741
78.58,9.70363,9.34245,28.9329
78.59,9.66565,9.15758,29.0686
78.6,9.61221,8.96174,29.1791
78.61,9.5438,8.75776,29.2629
78.62,9.46113,8.54862,29.3186
78.63,9.36516,8.33732,29.3457
78.64,9.25706,8.12686,29.344
78.65,9.1382,7.92015,29.3136
78.66,9.0101,7.71991,29.2554
78.67,8.87441,7.52864,29.1704
78.68,8.73287,7.34859,29.0601
78.69,8.58729,7.1817,28.9262
78.7,8.43946,7.02958,28.7708
78.71,8.29118,6.89356,28.596
78.72,8.14419,6.77462,28.404
78.73,8.00015,6.67346,28.1973
78.74,7.86062,6.59053,27.9781
78.75,7.72705,6.52602,27.749
78.76,7.60073,6.47993,27.5121
78.77,7.48286,6.45208,27.2697
78.78,7.37445,6.44215,27.0241
78.79,7.2764,6.44973,26.7773
78.8,7.18946,6.47433,26.5313
78.81,7.11425,6.51538,26.2881
78.82,7.05126,6.5723,26.0494
78.83,7.00089,6.64448,25.817
78.84,6.96341,6.73129,25.5926
78.85,6.93899,6.83212,25.3778
78.86,6.92775,6.94632,25.1741
78.87,6.92971,7.07326,24.9831
78.88,6.94481,7.21229,24.8061
78.89,6.97294,7.36272,24.6447
78.9,7.01393,7.52386,24.5002
78.91,7.06756,7.69495,24.374
78.92,7.13354,7.87517,24.2673
78.93,7.21154,8.06364,24.1815
78.94,7.30116,8.25935,24.1179
78.95,7.40193,8.4612,24.0776
78.96,7.51334,8.66796,24.0617
78.97,7.63477,8.87823,24.0714
78.98,7.76554,9.09045,24.1075
78.99,7.90488,9.30288,24.1708
79,8.05191,9.51359,24.2621
79.01,8.20564,9.72046,24.3818
79.02,8.36495,9.92116,24.5299
79.03,8.52862,10.1132,24.7066
79.04,8.69527,10.2938,24.9113
79.05,8.86339,10.4603,25.1432
79.06,9.03134,10.6096,25.4012
79.07,9.19733,10.7389,25.6834
79.08,9.35946,10.8451,25.9877
79.09,9.51571,10.9254,26.3114
79.1,9.66396,10.9771,26.6511
79.11,9.80207,10.9978,27.0029
79.12,9.92782,10.9855,27.3627
79.13,10.0391,10.9387,27.7254
79.14,10.1337,10.8564,28.086
79.15,10.2097,10.7386,28.439
79.16,10.2653,10.5856,28.7787
79.17,10.299,10.3989,29.0995
79.18,10.3095,10.1806,29.396
79.19,10.2959,9.9336,29.663
79.2,10.2578,9.66169,29.8959
79.21,10.1951,9.36914,30.0907
79.22,10.1083,9.06076,30.2442
79.23,9.99809,8.74171,30.3542
79.24,9.86596,8.4173,30.419
79.25,9.7136,8.09285,30.4384
79.26,9.54315,7.77347,30.4127
79.27,9.35703,7.46394,30.3432
79.28,9.15793,7.16857,30.2319
79.29,8.94871,6.89111,30.0814
79.3,8.73231,6.63466,29.895
79.31,8.5117,6.40167,29.6761
79.32,8.28978,6.19395,29.4284
79.33,8.06936,6.0127,29.1557
79.34,7.85306,5.85855,28.8619
79.35,7.6433,5.73164,28.5508
79.36,7.44225,5.63173,28.2259
79.37,7.25183,5.55823,27.8907
79.38,7.07371,5.51033,27.5483
79.39,6.90929,5.48707,27.2017
79.4,6.75972,5.48735,26.8537
79.41,6.6259,5.51008,26.5068
79.42,6.50855,5.55413,26.1634
79.43,6.40817,5.61845,25.8255
79.44,6.32512,5.70203,25.4952
79.45,6.25959,5.80395,25.1744
79.46,6.21167,5.92338,24.8648
79.47,6.18135,6.05957,24.5682
79.48,6.16854,6.21187,24.2862
79.49,6.1731,6.37967,24.0204
79.5,6.19482,6.56245,23.7725
79.51,6.23349,6.7597,23.5439
79.52,6.28883,6.97092,23.3364
79.53,6.36057,7.19562,23.1516
79.54,6.44839,7.43324,22.9911
79.55,6.55197,7.68315,22.8567
79.56,6.67093,7.94461,22.75
79.57,6.80489,8.21675,22.6729
79.58,6.95337,8.49849,22.6272
79.59,7.11587,8.78854,22.6147
79.6,7.29179,9.08534,22.6371
79.61,7.48042,9.38704,22.6963
79.62,7.68094,9.69143,22.7937
79.63,7.89239,9.99593,22.931
79.64,8.11362,10.2975,23.1093
79.65,8.3433,10.5929,23.3296
79.66,8.57989,10.878,23.5926
79.67,8.82159,11.1487,23.8983
79.68,9.06633,11.4003,24.2463
79.69,9.3118,11.6278,24.6352
79.7,9.55538,11.8258,25.0632
79.71,9.79416,11.989,25.5272
79.72,10.025,12.1119,26.0231
79.73,10.2445,12.1894,26.546
79.74,10.449,12.2166,27.0896
79.75,10.6349,12.1894,27.6465
79.76,10.7984,12.1047,28.2084
79.77,10.9358,11.9604,28.766
79.78,11.0435,11.756,29.3096
79.79,11.1185,11.4925,29.8289
79.8,11.1578,11.1726,30.3137
79.81,11.1594,10.8009,30.7541
79.82,11.1217,10.3835,31.1413
79.83,11.044,9.92799,31.4673
79.84,10.9267,9.44337,31.7259
79.85,10.7707,8.9393,31.9127
79.86,10.5781,8.42592,32.025
79.87,10.3517,7.91334,32.0625
79.88,10.0953,7.41116,32.0265
79.89,9.81298,6.92815,31.9201
79.9,9.50958,6.47191,31.7479
79.91,9.1901,6.04867,31.5156
79.92,8.85972,5.66317,31.2296
79.93,8.52353,5.31868,30.8969
79.94,8.18648,5.01707,30.5245
79.95,7.85315,4.75895,30.1192
79.96,7.52773,4.54386,29.6876
79.97,7.21391,4.37052,29.2357
79.98,6.91487,4.23701,28.769
79.99,6.63324,4.14098,28.2925
80,6.37112,4.07986,27.8103
80.01,6.13015,4.05101,27.3262
80.02,5.91149,4.05181,26.8434
80.03,5.7159,4.0798,26.3647
80.04,5.54383,4.13274,25.8925
80.05,5.39543,4.20863,25.4288
80.06,5.27061,4.30575,24.9755
80.07,5.16913,4.42268,24.5343
80.08,5.09063,4.55828,24.1065
80.09,5.03464,4.71167,23.6936
80.1,5.00067,4.88221,23.297
80.11,4.98822,5.0695,22.918
80.12,4.99676,5.27333,22.558
80.13,5.02585,5.49362,22.2182
80.14,5.07505,5.73045,21.9003
80.15,5.14398,5.98397,21.6056
80.16,5.23232,6.25441,21.3359
80.17,5.33981,6.54199,21.093
80.18,5.46625,6.84691,20.8788
80.19,5.61145,7.16931,20.6954
80.2,5.77529,7.50921,20.545
80.21,5.95765,7.86645,20.4303
80.22,6.1584,8.24063,20.3537
80.23,6.37739,8.63106,20.3183
80.24,6.61441,9.03666,20.327
80.25,6.86916,9.45592,20.3829
80.26,7.14121,9.88674,20.4894
80.27,7.42996,10.3264,20.6499
80.28,7.73458,10.7715,20.8676
80.29,8.05398,11.2177,21.1456
80.3,8.3867,11.6597,21.4869
80.31,8.73093,12.0915,21.8938
80.32,9.08437,12.5058,22.368
80.33,9.4442,12.8943,22.9103
80.34,9.80706,13.2478,23.5202
80.35,10.1689,13.5562,24.1956
80.36,10.5252,13.8088,24.9326
80.37,10.8705,13.9945,25.7251
80.38,11.1991,14.1024,26.5645
80.39,11.5044,14.1222,27.4398
80.4,11.7797,14.045,28.3373
80.41,12.018,13.864,29.2406
80.42,12.2121,13.5748,30.1314
80.43,12.3554,13.1767,30.99
80.44,12.4418,12.673,31.7957
80.45,12.4661,12.0711,32.5282
80.46,12.4246,11.3824,33.1688
80.47,12.315,10.6226,33.7011
80.48,12.137,9.81024,34.1127
80.49,11.8923,8.96603,34.3951
80.5,11.5845,8.11158,34.5449
80.51,11.2193,7.26807,34.5635
80.52,10.8037,6.45496,34.4567
80.53,10.3464,5.68902,34.2341
80.54,9.85654,4.98361,33.9081
80.55,9.34405,4.34827,33.4931
80.56,8.81864,3.78872,33.0038
80.57,8.28964,3.30716,32.4551
80.58,7.76563,2.90276,31.8608
80.59,7.25419,2.57227,31.2334
80.6,6.76179,2.31068,30.5839
80.61,6.29367,2.11187,29.9213
80.62,5.85386,1.96912,29.2529
80.63,5.4453,1.87561,28.5848
80.64,5.06987,1.82476,27.9214
80.65,4.72858,1.81043,27.266
80.66,4.42168,1.82711,26.6213
80.67,4.1488,1.87002,25.9891
80.68,3.90914,1.93507,25.3705
80.69,3.70153,2.01893,24.7666
80.7,3.52457,2.11892,24.1779
80.71,3.37673,2.23302,23.605
80.72,3.25645,2.35972,23.0482
80.73,3.16214,2.49807,22.5077
80.74,3.0923,2.64751,21.9839
80.75,3.04552,2.80787,21.477
80.76,3.02053,2.97931,20.9873
80.77,3.01619,3.16225,20.5153
80.78,3.03155,3.35735,20.0613
80.79,3.06582,3.56548,19.626
80.8,3.11837,3.78767,19.2099
80.81,3.18876,4.02509,18.8137
80.82,3.27672,4.27903,18.4385
80.83,3.38213,4.5509,18.0853
80.84,3.50505,4.84218,17.7553
80.85,3.64568,5.1544,17.45
80.86,3.80435,5.48914,17.1712
80.87,3.98154,5.84801,16.9208
80.88,4.17784,6.23257,16.7014
80.89,4.39394,6.64434,16.5155
80.9,4.63061,7.08472,16.3663
80.91,4.88871,7.55493,16.2573
80.92,5.16912,8.05595,16.1928
80.93,5.47273,8.58837,16.1774
80.94,5.80041,9.15233,16.2162
80.95,6.15293,9.74728,16.3151
80.96,6.53095,10.3719,16.4806
80.97,6.93491,11.0237,16.7197
80.98,7.36493,11.6992,17.0399
80.99,7.82077,12.3928,17.4492
81,8.30162,13.0976,17.9556
81.01,8.80601,13.804,18.5672
81.02,9.33165,14.5001,19.2913
81.03,9.87522,15.1711,20.1341
81.04,10.4322,15.7993,21.1002
81.05,10.9966,16.3639,22.1912
81.06,11.5611,16.8414,23.405
81.07,12.1165,17.2061,24.7345
81.08,12.6517,17.4308,26.1669
81.09,13.1544,17.4887,27.6819
81.1,13.6102,17.355,29.2521
81.11,14.004,17.0093,30.842
81.12,14.3201,16.4383,32.4094
81.13,14.5429,15.6385,33.9066
81.14,14.6581,14.6181,35.2836
81.15,14.6539,13.3982,36.4915
81.16,14.5218,12.0129,37.4867
81.17,14.258,10.5076,38.2353
81.18,13.8635,8.93538,38.7162
81.19,13.3452,7.35248,38.9236
81.2,12.715,5.81349,38.8666
81.21,11.9891,4.36645,38.5678
81.22,11.1875,3.04922,38.0603
81.23,10.3316,1.88744,37.3831
81.24,9.44348,0.894187,36.5772
81.25,8.54434,0.0711501,35.6818
81.26,7.65321,-0.589216,34.7316
81.27,6.78635,-1.10106,33.7555
81.28,5.95682,-1.48254,32.7757
81.29,5.17442,-1.75355,31.8085
81.3,4.4458,-1.93398,30.8649
81.31,3.77483,-2.04255,29.9513
81.32,3.16301,-2.09605,29.0711
81.33,2.60991,-2.10903,28.2253
81.34,2.11362,-2.09375,27.4135
81.35,1.67112,-2.06025,26.6344
81.36,1.27869,-2.01661,25.886
81.37,0.932123,-1.96917,25.1663
81.38,0.626992,-1.92283,24.4734
81.39,0.358824,-1.88129,23.8054
81.4,0.12323,-1.84725,23.1606
81.41,-0.0840074,-1.82269,22.5376
81.42,-0.266867,-1.80899,21.9351
81.43,-0.429053,-1.80707,21.3521
81.44,-0.57398,-1.81758,20.7876
81.45,-0.704771,-1.84092,20.241
81.46,-0.82426,-1.87737,19.7116
81.47,-0.935017,-1.92717,19.1988
81.48,-1.03936,-1.9905,18.7024
81.49,-1.13939,-2.06762,18.222
81.5,-1.23702,-2.15881,17.7573
81.51,-1.33396,-2.26445,17.3082
81.52,-1.43182,-2.38503,16.8747
81.53,-1.53207,-2.52116,16.4568
81.54,-1.63609,-2.67355,16.0546
81.55,-1.74521,-2.8431,15.6683
81.56,-1.86067,-3.03082,15.2982
81.57,-1.98374,-3.23789,14.9449
81.58,-2.11564,-3.46563,14.6089
81.59,-2.25762,-3.71552,14.2911
81.6,-2.41095,-3.98923,13.9924
81.61,-2.57694,-4.28855,13.714
81.62,-2.75695,-4.61544,13.4575
81.63,-2.95241,-4.97199,13.2248
81.64,-3.16481,-5.36043,13.0179
81.65,-3.39572,-5.78309,12.8395
81.66,-3.64681,-6.24237,12.6927
81.67,-3.91978,-6.74065,12.5814
81.68,-4.21646,-7.28032,12.5097
81.69,-4.53868,-7.86357,12.483
81.7,-4.88837,-8.49234,12.5071
81.71,-5.2674,-9.16814,12.5891
81.72,-5.67764,-9.89182,12.7371
81.73,-6.12085,-10.6633,12.9602
81.74,-6.59859,-11.4813,13.2688
81.75,-7.11211,-12.3429,13.6746
81.76,-7.66224,-13.2428,14.1903
81.77,-8.24915,-14.1731,14.8298
81.78,-8.87218,-15.1226,15.6074
81.79,-9.52954,-16.0756,16.5375
81.8,-10.218,-17.0118,17.6339
81.81,-10.9325,-17.9054,18.9083
81.82,-11.6658,-18.7244,20.3689
81.83,-12.4082,-19.4309,22.0183
81.84,-13.1468,-19.9815,23.8513
81.85,-13.8656,-20.3289,25.8522
81.86,-14.5453,-20.4238,27.9922
81.87,-15.1636,-20.2197,30.2276
81.88,-15.6953,-19.677,32.499
81.89,-16.1141,-18.7696,34.7318
81.9,-16.3934,-17.4907,36.8407
81.91,-16.5088,-15.8584,38.7351
81.92,-16.4404,-13.9179,40.3281
81.93,-16.1751,-11.741,41.547
81.94,-15.7088,-9.42082,42.3421
81.95,-15.0475,-7.06187,42.6947
81.96,-14.2076,-4.76863,42.6184
81.97,-13.2149,-2.63336,42.1571
81.98,-12.102,-0.726659,41.377
81.99,-10.9057,0.907656,40.3565
82,-9.66326,2.25285,39.1754
82.01,-8.41003,3.31554,37.9067
82.02,-7.17684,4.11955,36.6106
82.03,-5.98879,4.69922,35.3322
82.04,-4.86472,5.09331,34.1025
82.05,-3.81743,5.34048,32.9395
82.06,-2.85428,5.47631,31.8518
82.07,-1.97815,5.53177,30.8411
82.08,-1.18832,5.53265,29.9046
82.09,-0.481474,5.4998,29.037
82.1,0.147581,5.44954,28.2322
82.11,0.705193,5.39443,27.4837
82.12,1.19836,5.34387,26.7853
82.13,1.63435,5.30479,26.1318
82.14,2.02037,5.28217,25.5186
82.15,2.36342,5.27946,24.9419
82.16,2.6701,5.29904,24.3989
82.17,2.94659,5.34242,23.8872
82.18,3.19856,5.41052,23.4052
82.19,3.4312,5.50385,22.9519
82.2,3.64918,5.62262,22.5265
82.21,3.85673,5.76685,22.129
82.22,4.05762,5.93645,21.7595
82.23,4.25521,6.13128,21.4184
82.24,4.45252,6.35112,21.1066
82.25,4.6522,6.59576,20.8251
82.26,4.85661,6.86494,20.5754
82.27,5.06782,7.15834,20.359
82.28,5.28768,7.47557,20.178
82.29,5.51779,7.81611,20.0345
82.3,5.7595,8.17928,19.931
82.31,6.01399,8.56415,19.8703
82.32,6.28219,8.96945,19.8554
82.33,6.56482,9.39353,19.8896
82.34,6.86231,9.83423,19.9763
82.35,7.17487,10.2888,20.1191
82.36,7.50236,10.7536,20.3218
82.37,7.8443,11.2245,20.588
82.38,8.1998,11.696,20.9212
82.39,8.5675,12.1618,21.3243
82.4,8.94552,12.6144,21.8
82.41,9.33138,13.045,22.3499
82.42,9.72195,13.4438,22.9743
82.43,10.1134,13.7998,23.6721
82.44,10.5011,14.101,24.4403
82.45,10.8797,14.3349,25.2735
82.46,11.2431,14.489,26.1636
82.47,11.5844,14.5509,27.0995
82.48,11.8964,14.5095,28.0674
82.49,12.1712,14.3556,29.0499
82.5,12.401,14.0829,30.0274
82.51,12.5779,13.6887,30.9778
82.52,12.6947,13.1747,31.878
82.53,12.7452,12.5475,32.7045
82.54,12.7244,11.8188,33.4352
82.55,12.6291,11.005,34.0506
82.56,12.4583,10.1264,34.5348
82.57,12.2131,9.2064,34.8772
82.58,11.8969,8.26975,35.0725
82.59,11.5154,7.34101,35.1213
82.6,11.0764,6.44308,35.0296
82.61,10.5891,5.59579,34.808
82.62,10.0639,4.81503,34.4707
